class	motif	id	enr	q	tp	fp
Decreasing	TCF7L2	MA0523.2	1.8	9.96e-106	2999	1916
Decreasing	Hnf1A	MA1991.2	1.68	5.45e-99	3385	2319
Decreasing	TCF7	MA0769.3	2	4.61e-75	1727	991
Decreasing	Lef1	MA0768.3	1.28	3.15e-59	6020	5396
Decreasing	TCF7L1	MA1421.1	1.36	7.67e-43	3628	3071
Decreasing	Sox11	MA0869.3	1.17	5.31e-19	4906	4810
Decreasing	SOX10	MA0442.3	1.09	1.15e-16	8542	8975
Decreasing	Runx1	MA0002.3	1.28	4.09e-15	2085	1870
Decreasing	ZIM3	MA1709.2	1.11	2.05e-14	6932	7190
Decreasing	ZNF766	MA2098.1	1.04	2.05e-14	12840	14180
Decreasing	SOX15	MA1152.2	1.06	4.77e-13	10533	11411
Decreasing	SOX4	MA0867.3	1.07	2.25e-12	9717	10467
Decreasing	RUNX2	MA0511.2	1.26	5.05e-12	1904	1739
Decreasing	FOSL1::JUND	MA1143.2	1.19	1.68e-11	2859	2760
Decreasing	Foxf1	MA1606.2	1.04	7.02e-11	11666	12829
Decreasing	FOXD3	MA0041.3	1.04	7.94e-11	12182	13456
Decreasing	Foxl2	MA1607.2	1.07	9.61e-11	9059	9751
Decreasing	Hmga1	MA2124.1	1.04	1.03e-10	11904	13123
Decreasing	Pou5f1::Sox2	MA0142.1	1.04	1.05e-10	11614	12774
Decreasing	ZNF384	MA1125.2	1.07	1.47e-10	8214	8780
Decreasing	ZNF354A	MA1978.2	1.04	2.56e-10	12522	13887
Decreasing	FOXP4	MA2117.1	1.02	8.03e-10	13632	15279
Decreasing	POU5F1B	MA0792.1	1.03	8.16e-10	13337	14908
Decreasing	Stat2	MA1623.2	1.05	1.1e-09	11037	12116
Decreasing	Bcl11B	MA1989.2	1.05	1.26e-09	10202	11130
Decreasing	PRDM1	MA0508.4	1.05	1.89e-09	10397	11366
Decreasing	Sox6	MA0515.1	1.15	2.29e-09	3230	3220
Decreasing	POU3F1	MA0786.2	1.03	2.55e-09	12539	13937
Decreasing	GATA5	MA0766.3	1.14	3.06e-09	3541	3564
Decreasing	Stat4	MA0518.2	1.06	3.36e-09	8677	9366
Decreasing	Foxo3	MA0157.4	1.05	1.15e-08	10015	10945
Decreasing	CREB3	MA0638.2	1.12	1.22e-08	4383	4512
Decreasing	Arid3a	MA0151.1	1.05	1.22e-08	10171	11130
Decreasing	POU6F1	MA0628.2	1.03	1.37e-08	13046	14580
Decreasing	Nr2e3	MA0164.2	1.06	1.58e-08	8293	8948
Decreasing	FOXO4	MA0848.1	1.05	2.16e-08	9601	10472
Decreasing	FOXK1	MA0852.3	1.03	2.76e-08	12098	13435
Decreasing	CREB1	MA0018.5	1.04	3.25e-08	11273	12450
Decreasing	TGIF2LY	MA1572.1	1.24	3.25e-08	1433	1329
Decreasing	Hoxa13	MA0650.4	1.03	3.3e-08	11939	13247
Decreasing	RAX	MA0718.2	1.03	3.43e-08	12983	14515
Decreasing	FOXS1	MA2118.1	1.03	3.46e-08	12515	13944
Decreasing	ZNF317	MA1593.2	1.05	4.24e-08	10326	11335
Decreasing	Gfi1B	MA0483.2	1.08	5.38e-08	6157	6529
Decreasing	FOXA1	MA0148.5	1.04	6.06e-08	11570	12815
Decreasing	Nr2e1	MA0676.1	1.07	6.2e-08	7264	7792
Decreasing	Nfat5	MA0606.3	1.03	6.4e-08	12741	14228
Decreasing	Sox7	MA2095.1	1.05	6.56e-08	9903	10847
Decreasing	Ptf1A	MA1620.2	1.16	6.58e-08	2527	2503
Decreasing	Foxo1	MA0480.3	1.03	6.58e-08	12579	14032
Decreasing	HLF	MA0043.4	1.05	6.73e-08	10218	11218
Decreasing	FOXA3	MA1683.2	1.03	6.73e-08	12580	14034
Decreasing	BARX2	MA1471.2	1.04	7.02e-08	10712	11801
Decreasing	FOXC2	MA0846.2	1.05	7.02e-08	10193	11190
Decreasing	XBP1	MA0844.2	1.1	7.89e-08	4542	4723
Decreasing	GATA2	MA0036.4	1.03	1.02e-07	12672	14152
Decreasing	PHOX2B	MA0681.3	1.05	1.34e-07	9273	10126
Decreasing	POU4F3	MA0791.2	1.04	2e-07	10194	11209
Decreasing	GRHL2	MA1105.3	1.06	2.37e-07	8282	8988
Decreasing	TBP	MA0108.3	1.03	2.38e-07	11575	12845
Decreasing	PBX2	MA1113.3	1.03	2.5e-07	12050	13414
Decreasing	FOXK2	MA1103.3	1.04	2.55e-07	10263	11295
Decreasing	Dmrt1	MA1603.2	1.03	2.72e-07	11931	13273
Decreasing	LIN54	MA0619.2	1.14	2.74e-07	2701	2712
Decreasing	DBP	MA0639.2	1.12	2.88e-07	3582	3679
Decreasing	RUNX3	MA0684.3	1.14	3.31e-07	2858	2886
Decreasing	Creb5	MA0840.2	1.22	3.76e-07	1399	1320
Decreasing	SNAI2	MA0745.3	1.19	3.96e-07	1734	1675
Decreasing	POU3F3	MA0788.1	1.04	4.05e-07	10709	11829
Decreasing	MEF2A	MA0052.5	1.03	4.65e-07	11980	13341
Decreasing	MYF6	MA0667.1	1.07	6.13e-07	6976	7509
Decreasing	FOXC1	MA0032.2	1.04	6.23e-07	10977	12153
Decreasing	FOXP1	MA0481.4	1.04	6.74e-07	11198	12416
Decreasing	Foxj2	MA0614.1	1.05	8.86e-07	8275	9007
Decreasing	FOXD2	MA0847.4	1.05	9.02e-07	9333	10233
Decreasing	FOS::JUND	MA1141.2	1.07	9.6e-07	6105	6527
Decreasing	ATF4	MA0833.3	1.14	1.01e-06	2588	2608
Decreasing	POU5F1	MA1115.2	1.02	1.06e-06	13214	14847
Decreasing	Tcf12	MA0521.3	1.07	1.53e-06	6342	6805
Decreasing	FOSL2::JUND	MA1144.2	1.1	1.56e-06	4056	4233
Decreasing	FOXG1	MA0613.1	1.06	1.56e-06	7604	8247
Decreasing	FOSL2::JUNB	MA1139.2	1.15	1.58e-06	2342	2347
Decreasing	DMRTA1	MA1707.2	1.05	1.79e-06	8170	8901
Decreasing	HOXB13	MA0901.3	1.04	1.79e-06	10894	12075
Decreasing	SOX12	MA1561.2	1.04	2.16e-06	9746	10732
Decreasing	Irf1	MA0050.4	1.03	2.31e-06	11624	12944
Decreasing	POU4F1	MA0790.2	1.04	2.5e-06	10741	11901
Decreasing	GMEB2	MA0862.1	1.13	2.71e-06	2579	2613
Decreasing	RFX3	MA0798.3	1.59	2.83e-06	263	190
Decreasing	CDX2	MA0465.3	1.02	2.87e-06	13208	14854
Decreasing	Atf1	MA0604.1	1.26	3.31e-06	872	793
Decreasing	Rhox11	MA0629.2	1.02	3.79e-06	13053	14669
Decreasing	Foxj3	MA0851.2	1.04	3.79e-06	9632	10611
Decreasing	FOSL2::JUNB	MA1138.2	1.09	4.86e-06	4106	4310
Decreasing	FOXI1	MA0042.2	1.04	4.86e-06	10332	11434
Decreasing	Mecom	MA0029.2	1.11	5.1e-06	3090	3184
Decreasing	RFX1	MA0509.3	1.44	5.93e-06	379	303
Decreasing	FOXO6	MA0849.1	1.06	6.06e-06	6855	7419
Decreasing	SOX8	MA0868.3	1.07	6.61e-06	5956	6398
Decreasing	ALX3	MA0634.2	1.02	7.15e-06	13609	15359
Decreasing	SRY	MA0084.2	1.04	7.41e-06	9163	10080
Decreasing	MEIS3	MA0775.2	1.06	7.41e-06	6758	7313
Decreasing	Prdm4	MA1647.3	1.06	7.86e-06	6890	7465
Decreasing	FOXP2	MA0593.2	1.09	7.99e-06	4097	4310
Decreasing	LBX2	MA0699.2	1.01	7.99e-06	14081	15949
Decreasing	FOXF2	MA0030.2	1.05	8.08e-06	7816	8527
Decreasing	HMBOX1	MA0895.2	1.01	8.08e-06	14367	16314
Decreasing	Nobox	MA0125.2	1.02	9.33e-06	13254	14928
Decreasing	ZNF652	MA1657.2	1.03	1.02e-05	12193	13650
Decreasing	RFX5	MA0510.3	1.15	1.04e-05	1853	1845
Decreasing	HNF4A	MA0114.5	1.02	1.12e-05	13755	15546
Decreasing	ZNF214	MA1975.2	1.03	1.16e-05	11013	12253
Decreasing	STAT1::STAT2	MA0517.2	1.09	1.32e-05	3740	3922
Decreasing	SNAI1	MA1558.2	1.09	1.33e-05	4221	4459
Decreasing	FOXD1	MA0031.2	1.03	1.45e-05	10408	11547
Decreasing	CREB3L4	MA1475.2	1.06	1.48e-05	6143	6629
Decreasing	FOXA2	MA0047.4	1.03	1.61e-05	10569	11738
Decreasing	CREB3L1	MA0839.2	1.09	1.64e-05	3945	4155
Decreasing	VSX2	MA0726.2	1.02	1.64e-05	13185	14853
Decreasing	MEIS2	MA1640.2	1.02	1.78e-05	12680	14244
Decreasing	MEIS1	MA0498.3	1.02	1.79e-05	13056	14698
Decreasing	FOXE1	MA1487.3	1.07	2.19e-05	5441	5842
Decreasing	FOXN3	MA1489.1	1.04	2.23e-05	8798	9683
Decreasing	VAX2	MA0723.3	1.01	2.72e-05	14165	16069
Decreasing	ZNF35	MA2333.1	1.02	2.79e-05	12567	14116
Decreasing	Lhx4	MA0704.2	1.01	2.79e-05	14117	16009
Decreasing	JDP2	MA0656.2	1.26	3.14e-05	708	645
Decreasing	GATA6	MA1104.3	1.01	3.27e-05	14191	16104
Decreasing	BHLHE22	MA1635.2	1.16	3.3e-05	1468	1447
Decreasing	Neurod2	MA1993.2	1.16	3.3e-05	1468	1447
Decreasing	Olig2	MA1997.2	1.16	3.3e-05	1468	1447
Decreasing	Twist2	MA0633.3	1.16	3.3e-05	1468	1447
Decreasing	SPIC	MA0687.2	1.05	3.48e-05	7440	8130
Decreasing	SOHLH2	MA1560.2	1.1	3.66e-05	3113	3246
Decreasing	FOXP3	MA0850.1	1.02	3.66e-05	12714	14298
Decreasing	NHLH1	MA0048.3	1.22	3.77e-05	934	882
Decreasing	POU2F3	MA0627.3	1.03	3.83e-05	10743	11962
Decreasing	PRRX1	MA0716.2	1.01	3.85e-05	13880	15718
Decreasing	POU3F2	MA0787.1	1.04	4.21e-05	9396	10392
Decreasing	TGIF2LX	MA1571.1	1.18	4.61e-05	1195	1160
Decreasing	GATA4	MA0482.3	1.02	4.61e-05	13530	15290
Decreasing	GSC2	MA0891.2	1.01	4.91e-05	13879	15720
Decreasing	FOSL2::JUN	MA1131.2	1.1	5.26e-05	3065	3200
Decreasing	Sox17	MA0078.3	1.05	5.3e-05	7625	8353
Decreasing	DMRTA2	MA1478.2	1.05	6.11e-05	7255	7932
Decreasing	MIXL1	MA0662.2	1.02	6.13e-05	13442	15187
Decreasing	FOSL1::JUN	MA1129.1	1.13	6.75e-05	2074	2114
Decreasing	SATB1	MA1963.2	1.03	8.18e-05	11575	12958
Decreasing	TFAP4::FLI1	MA1967.2	1.16	8.18e-05	1395	1381
Decreasing	Foxq1	MA0040.2	1.04	8.67e-05	8219	9048
Decreasing	HIF1A	MA1106.2	1.07	8.83e-05	5213	5617
Decreasing	BATF::JUN	MA0462.3	1.02	9.06e-05	13197	14896
Decreasing	ATF2	MA1632.2	1.07	9.89e-05	4710	5052
Decreasing	ZNF184	MA2120.1	1.02	0.000101	12760	14372
Decreasing	MYF5	MA1641.2	1.04	0.000101	8846	9776
Decreasing	BACH1	MA1633.2	1.07	0.000101	4528	4848
Decreasing	ZNF677	MA2101.1	1.04	0.000109	8472	9346
Decreasing	OTX1	MA0711.2	1.01	0.000111	13725	15542
Decreasing	PHOX2A	MA0713.1	1.03	0.000115	10353	11531
Decreasing	Nkx2-1	MA1994.2	1.06	0.000115	5540	5994
Decreasing	Six4	MA2001.2	1.03	0.000117	9788	10873
Decreasing	Hmx3	MA0898.2	1.03	0.000122	11220	12549
Decreasing	BARHL2	MA0635.2	1.03	0.000123	11404	12766
Decreasing	BNC2	MA1928.2	1.03	0.000136	11318	12667
Decreasing	Pparg::Rxra	MA0065.3	1.02	0.000136	12077	13564
Decreasing	TRPS1	MA1970.2	1.01	0.000143	13698	15513
Decreasing	UNCX	MA0721.2	1.01	0.000149	13731	15554
Decreasing	Nfatc1	MA0624.3	1.03	0.000154	11171	12497
Decreasing	RREB1	MA0073.2	1.1	0.00016	2575	2680
Decreasing	FOSL2::JUND	MA1145.2	1.11	0.00016	2187	2253
Decreasing	JUN::JUNB	MA1133.2	1.11	0.000163	2425	2515
Decreasing	ATF7	MA0834.2	1.17	0.000185	1151	1131
Decreasing	Ascl2	MA0816.1	1.03	0.000185	10304	11486
Decreasing	HOXA10	MA0899.2	1.03	0.000196	11224	12565
Decreasing	FOXL1	MA0033.2	1.02	0.000207	11353	12718
Decreasing	VSX1	MA0725.2	1.01	0.000209	13932	15806
Decreasing	JUNB	MA1140.3	1.14	0.000218	1548	1561
Decreasing	JUN	MA0488.2	1.26	0.000223	548	499
Decreasing	FOSB::JUNB	MA1135.2	1.07	0.00024	4504	4842
Decreasing	TEF	MA0843.2	1.19	0.000244	924	893
Decreasing	BATF3	MA0835.3	1.02	0.000244	12837	14482
Decreasing	SHOX	MA0630.2	1.01	0.000244	14016	15912
Decreasing	SNAI3	MA1559.2	1.11	0.000244	2328	2416
Decreasing	EVX1	MA0887.2	1.01	0.000249	14479	16493
Decreasing	MYOD1	MA0499.3	1.14	0.000263	1450	1458
Decreasing	NKX6-2	MA0675.2	1.01	0.000264	13859	15720
Decreasing	JUN::JUNB	MA1132.2	1.02	0.000272	12906	14567
Decreasing	SIX1	MA1118.2	1.02	0.000301	11373	12751
Decreasing	NKX6-1	MA0674.2	1.01	0.000301	13498	15282
Decreasing	Gata3	MA0037.5	1.01	0.000309	14359	16343
Decreasing	BHLHE40	MA0464.3	1.07	0.000309	4112	4408
Decreasing	PAX4	MA0068.2	1.02	0.000309	12224	13757
Decreasing	Ptf1A	MA1619.2	1.14	0.000322	1446	1457
Decreasing	DRGX	MA1481.2	1.02	0.000328	11342	12717
Decreasing	Arntl	MA0603.2	1.26	0.000345	502	456
Decreasing	HOXB3	MA0903.2	1.01	0.000392	13787	15638
Decreasing	FOSL1::JUN	MA1128.2	1.06	0.000398	5391	5858
Decreasing	HOXB2	MA0902.3	1.04	4e-04	8529	9448
Decreasing	FOS::JUN	MA1126.2	1.1	0.000401	2290	2384
Decreasing	FOS::JUN	MA0099.4	1.05	0.000421	6470	7087
Decreasing	NKX2-8	MA0673.2	1.16	0.000425	1097	1085
Decreasing	Vdr	MA0693.4	1.01	0.000432	13414	15187
Decreasing	IKZF1	MA1508.2	1.05	0.000439	6396	7004
Decreasing	GSC	MA0648.2	1.02	0.000447	13196	14925
Decreasing	FOXB1	MA0845.1	1.04	0.000486	7965	8804
Decreasing	MEIS2	MA0774.1	1.01	0.000495	13723	15564
Decreasing	ATF3	MA0605.3	1.3	0.000581	380	336
Decreasing	RFX2	MA0600.3	1.23	0.000603	558	519
Decreasing	ZBED2	MA1971.2	1.02	0.000608	12739	14384
Decreasing	NFKB1	MA0105.4	2.34	0.000661	48	23
Decreasing	EVX2	MA0888.2	1.01	0.00071	13821	15689
Decreasing	FOSB::JUN	MA1127.1	1.03	0.000725	10517	11771
Decreasing	FOS::JUNB	MA1134.2	1.06	0.000725	4560	4934
Decreasing	BATF	MA1634.2	1.02	0.000768	11151	12514
Decreasing	TGIF2	MA0797.1	1.1	0.000817	2318	2429
Decreasing	GATA1	MA0035.5	1.03	0.000817	9635	10748
Decreasing	Arid3b	MA0601.2	1.03	0.000835	9273	10329
Decreasing	SIX2	MA1119.2	1.01	0.00087	13901	15790
Decreasing	POU6F2	MA0793.2	1.02	0.000884	11469	12891
Decreasing	Stat6	MA0520.2	1.06	0.000884	4879	5300
Decreasing	POU6F1	MA1549.2	1.02	0.000925	12998	14702
Decreasing	HOXA7	MA1498.3	1.01	0.001	13582	15405
Decreasing	THRB	MA1574.2	1.04	0.00106	7901	8753
Decreasing	GRHL1	MA0647.2	1.21	0.00112	596	565
Decreasing	DMRTC2	MA1479.2	1.02	0.00115	11494	12927
Decreasing	CREM	MA0609.3	1.07	0.00123	3678	3955
Decreasing	VAX1	MA0722.2	1.01	0.00123	14020	15941
Decreasing	SCRT1	MA0743.3	1.13	0.00138	1259	1277
Decreasing	SREBF2	MA0596.1	1.06	0.00141	4484	4866
Decreasing	MSC	MA0665.1	1.06	0.00147	4467	4848
Decreasing	POU3F4	MA0789.1	1.03	0.00152	10057	11256
Decreasing	Nfatc2	MA0152.3	1.01	0.00154	14133	16083
Decreasing	FOSB::JUNB	MA1136.1	1.11	0.00154	1568	1616
Decreasing	BARHL1	MA0877.4	1.02	0.00154	12365	13961
Decreasing	NKX2-4	MA2003.2	1.26	0.0017	382	347
Decreasing	ZNF667	MA1984.2	1.02	0.00171	11709	13190
Decreasing	TFEB	MA0692.2	1.2	0.00177	613	588
Decreasing	BACH2	MA1101.3	1.27	0.00179	360	325
Decreasing	OSR2	MA1646.2	1.05	0.00185	4821	5255
Decreasing	MAFF	MA0495.4	1.01	0.00185	13546	15373
Decreasing	NFIA	MA0670.2	1.27	0.00203	357	323
Decreasing	NFIX	MA0671.2	1.27	0.00203	357	323
Decreasing	Sox5	MA0087.3	1.04	0.00209	6984	7722
Decreasing	KLF16	MA0741.1	11.5	0.00213	9	0
Decreasing	FOS	MA1951.2	1.07	0.00222	3495	3765
Decreasing	Atf3	MA1988.2	1.02	0.00229	10819	12156
Decreasing	PITX3	MA0714.2	1.01	0.00235	13968	15888
Decreasing	GATA1::TAL1	MA0140.3	1.13	0.00239	1151	1169
Decreasing	RAX2	MA0717.2	1.01	0.00245	13464	15280
Decreasing	MAX	MA0058.4	1.16	0.00251	797	788
Decreasing	CREB3L4	MA1474.2	1.08	0.00255	2454	2605
Decreasing	RFX4	MA0799.3	1.13	0.00269	1105	1121
Decreasing	MEIS1	MA1639.2	1.02	0.00287	11142	12540
Decreasing	TP63	MA0525.2	1.7	0.00287	79	53
Decreasing	Arid5a	MA0602.2	1.02	0.00289	11602	13079
Decreasing	JUND	MA0492.2	1.19	0.00319	579	559
Decreasing	Ppara	MA2338.1	1.01	0.00329	14034	15974
Decreasing	CEBPA	MA0102.5	1.01	0.00337	12642	14308
Decreasing	ZNF680	MA1729.2	1.02	0.00337	10592	11903
Decreasing	STAT3	MA0144.3	1.02	0.00337	9658	10818
Decreasing	MAFA	MA1521.2	1.01	0.00337	13630	15486
Decreasing	Tcf21	MA0832.2	1.27	0.00369	304	274
Decreasing	POU2F1::SOX2	MA1962.1	1.06	0.00378	3871	4203
Decreasing	USF1	MA0093.4	1.02	0.00396	10749	12091
Decreasing	OTX2	MA0712.3	1.01	0.00396	14019	15959
Decreasing	HOXA6	MA1497.2	1.01	0.00409	14203	16184
Decreasing	PROX1	MA0794.1	1.1	0.00418	1713	1795
Decreasing	Dlx4	MA0881.2	1.01	0.00419	13805	15701
Decreasing	ETV2::FOXI1	MA1942.2	1.02	0.00419	9517	10662
Decreasing	BSX	MA0876.2	1.02	0.00422	12315	13928
Decreasing	LHX2	MA0700.3	1.02	0.00425	11906	13447
Decreasing	RELA	MA0107.1	1.07	0.00428	2542	2716
Decreasing	ESRRA	MA0592.4	1.01	0.00429	12920	14644
Decreasing	FOSL2::JUN	MA1130.2	1.03	0.00481	7785	8669
Decreasing	BCL6	MA0463.3	1.03	0.00572	7647	8516
Decreasing	Pax7	MA0680.3	1.02	0.00573	9242	10354
Decreasing	Lhx1	MA1518.3	1.01	0.00574	12466	14114
Decreasing	Elf5	MA0136.4	1.01	0.00607	13499	15341
Decreasing	MEOX1	MA0661.2	1.01	0.00671	12972	14716
Decreasing	Nkx3-2	MA0122.4	1.03	0.00739	7009	7793
Decreasing	Dlx5	MA1476.3	1.01	0.00753	13299	15107
Decreasing	SREBF1	MA0829.3	1.28	0.00796	240	215
Decreasing	DLX6	MA0882.2	1.01	0.00799	13907	15836
Decreasing	TEAD4	MA0809.3	1.01	0.00805	14339	16361
Decreasing	NFIB	MA1643.2	1.58	0.00811	80	58
Decreasing	MEOX2	MA0706.2	1.01	0.00819	14039	15996
Decreasing	JUND	MA0491.3	1.09	0.00821	1489	1562
Decreasing	GSX1	MA0892.2	1.01	0.00821	12834	14558
Decreasing	THRB	MA1576.2	1.34	0.00839	172	147
Decreasing	EN1	MA0027.3	1.01	0.0092	12171	13780
Decreasing	ZNF75D	MA1601.2	1.04	0.0092	5909	6544
Decreasing	NFATC4	MA1525.3	1.29	0.0093	218	194
Decreasing	ASCL1	MA1631.2	1.08	0.00956	2082	2223
Decreasing	MAF	MA1520.2	1.01	0.00971	12361	14005
Decreasing	MYBL1	MA0776.1	1.09	0.00984	1622	1713
Decreasing	FOSL1::JUND	MA1142.2	1.02	0.00984	11551	13056
Decreasing	SREBF2	MA0828.3	1.17	0.0103	521	512
Decreasing	EGR2	MA0472.2	2.1	0.0107	32	17
Decreasing	MYC	MA0147.4	1.13	0.0109	812	826
Decreasing	Dlx3	MA0880.2	1.01	0.011	13789	15701
Decreasing	TCF4	MA0830.3	1.23	0.011	305	285
Decreasing	SREBF1	MA0595.1	1.08	0.0125	1746	1856
Decreasing	ISL2	MA0914.2	1.01	0.0127	12774	14499
Decreasing	NFE2	MA0841.2	1.19	0.0134	388	374
Decreasing	MLXIPL	MA0664.2	1.21	0.0135	328	311
Decreasing	Arnt	MA0004.1	1.16	0.0143	503	497
Decreasing	Mlxip	MA0622.2	1.16	0.0143	503	497
Decreasing	MNT	MA0825.2	1.16	0.0143	503	497
Decreasing	NFKB2	MA0778.2	1.62	0.0143	61	43
Decreasing	Hand1::Tcf3	MA0092.2	1.01	0.0145	13965	15918
Decreasing	SPIB	MA0081.3	1.01	0.0153	12693	14409
Decreasing	TFEC	MA0871.3	1.2	0.0155	338	323
Decreasing	TP73	MA0861.2	1.11	0.0159	961	995
Decreasing	PPARA::RXRA	MA1148.2	1.02	0.0165	8702	9770
Decreasing	NFIC::TLX1	MA0119.1	1.54	0.0169	70	52
Decreasing	ZNF547	MA2334.1	1.02	0.0179	8313	9325
Decreasing	ARNT2	MA1464.2	1.24	0.018	233	215
Decreasing	REL	MA0101.1	1.09	0.0181	1313	1385
Dip and recovery	ZBED4	MA2328.1	1.97	4.57e-243	3376	3630
Dip and recovery	KLF15	MA1513.2	1.76	1.98e-222	3863	4653
Dip and recovery	ZNF610	MA1713.2	1.68	4.93e-173	3591	4530
Dip and recovery	ELK3	MA0759.3	1.48	6.99e-173	4697	6715
Dip and recovery	TFDP1	MA1122.2	1.48	2.85e-167	4630	6629
Dip and recovery	EGR4	MA0733.2	1.58	1.65e-155	3849	5175
Dip and recovery	ETV4	MA0764.4	1.36	5.79e-153	5402	8431
Dip and recovery	ZBTB14	MA1650.2	1.58	3.63e-152	3785	5083
Dip and recovery	ETV5	MA0765.4	1.39	5.77e-151	5060	7701
Dip and recovery	HINFP	MA0131.3	1.75	5.77e-151	3002	3641
Dip and recovery	EGR1	MA0162.5	1.56	9.66e-145	3743	5072
Dip and recovery	SP5	MA1965.2	1.42	6.64e-136	4582	6843
Dip and recovery	E2F8	MA0865.3	1.46	1.28e-132	4186	6066
Dip and recovery	ZBTB7A	MA0750.3	1.33	9.17e-132	5322	8479
Dip and recovery	SP2	MA0516.3	1.54	1.58e-131	3687	5092
Dip and recovery	PATZ1	MA1961.2	1.72	1.33e-130	2786	3429
Dip and recovery	SP1	MA0079.5	1.44	3.08e-130	4297	6317
Dip and recovery	SP4	MA0685.2	1.56	2.99e-129	3523	4800
Dip and recovery	Gmeb1	MA0615.2	1.47	6.41e-129	4036	5805
Dip and recovery	KLF2	MA1515.2	1.43	1.32e-128	4345	6433
Dip and recovery	ZBTB33	MA0527.2	1.52	1.66e-128	3710	5168
Dip and recovery	KLF1	MA0493.3	1.42	3.71e-126	4373	6517
Dip and recovery	EGR3	MA0732.2	1.66	3.03e-123	2898	3696
Dip and recovery	EGR2	MA0472.2	1.49	1.58e-121	3766	5349
Dip and recovery	ELK1	MA0028.3	1.31	1.61e-121	5392	8752
Dip and recovery	Nrf1	MA0506.3	1.43	2.81e-121	4250	6319
Dip and recovery	FEV	MA0156.4	1.32	7.2e-119	5174	8300
Dip and recovery	KLF7	MA1959.2	1.4	1.75e-117	4402	6673
Dip and recovery	ZNF148	MA1653.2	1.35	2.45e-116	4838	7602
Dip and recovery	Zbtb2	MA2340.1	1.25	1.69e-115	6002	10223
Dip and recovery	ZFP57	MA1583.2	1.36	2.96e-115	4669	7256
Dip and recovery	E2F6	MA0471.3	1.45	9.93e-114	3905	5708
Dip and recovery	ZBTB11	MA2329.1	1.41	2.47e-113	4219	6345
Dip and recovery	ZNF454	MA1712.2	1.64	2.45e-109	2738	3538
Dip and recovery	SP9	MA1564.2	1.55	2.33e-108	3135	4278
Dip and recovery	ZNF460	MA1596.1	1.4	1.56e-107	4146	6263
Dip and recovery	ZNF93	MA1721.2	1.75	2.03e-103	2228	2694
Dip and recovery	MAZ	MA1522.2	1.53	3.6e-103	3138	4338
Dip and recovery	TCFL5	MA0632.3	1.62	7.84e-101	2645	3453
Dip and recovery	PAX5	MA0014.4	1.48	2.44e-99	3364	4810
Dip and recovery	Foxn1	MA1684.1	1.8	8.04e-99	2008	2360
Dip and recovery	HIF1A	MA1106.2	1.39	1.12e-98	4077	6228
Dip and recovery	KLF12	MA0742.2	1.88	2.42e-94	1762	1989
Dip and recovery	ELK1::SREBF2	MA1933.2	1.53	7.42e-92	2924	4059
Dip and recovery	KLF3	MA1516.2	1.36	5.42e-90	4134	6452
Dip and recovery	ELF4	MA0641.1	1.42	4.94e-89	3595	5381
Dip and recovery	CREB3L4	MA1474.2	1.32	8.01e-87	4497	7246
Dip and recovery	HES2	MA0616.3	1.49	3.15e-85	2963	4207
Dip and recovery	KLF6	MA1517.2	1.3	5.58e-85	4618	7526
Dip and recovery	ELF2	MA1483.3	1.4	1.42e-84	3626	5498
Dip and recovery	PAX2	MA0067.3	1.47	3.61e-83	3062	4419
Dip and recovery	KLF10	MA1511.2	1.67	1.62e-82	2108	2681
Dip and recovery	HES1	MA1099.3	1.51	4.05e-82	2810	3956
Dip and recovery	ETS1	MA0098.4	1.28	1.86e-80	4740	7848
Dip and recovery	HEY1	MA0823.1	1.33	1.94e-78	4142	6622
Dip and recovery	FLI1	MA0475.3	1.28	2.94e-78	4703	7800
Dip and recovery	E2F1	MA0024.3	1.37	3.09e-78	3691	5710
Dip and recovery	KLF14	MA0740.2	2.04	3.84e-78	1249	1298
Dip and recovery	ARNT::HIF1A	MA0259.2	1.28	8.14e-78	4668	7732
Dip and recovery	HES5	MA0821.2	1.52	9.49e-78	2598	3613
Dip and recovery	YY2	MA0748.3	1.37	7.71e-77	3670	5687
Dip and recovery	PAX8	MA2094.1	1.39	2.18e-75	3409	5189
Dip and recovery	EPAS1	MA2325.1	1.29	2.8e-75	4465	7339
Dip and recovery	SP3	MA0746.3	1.47	5.18e-74	2809	4051
Dip and recovery	ETS2	MA1484.2	1.28	3.37e-73	4564	7578
Dip and recovery	ELK4	MA0076.3	1.31	4.54e-73	4107	6626
Dip and recovery	Atf1	MA0604.1	1.38	1.92e-72	3469	5347
Dip and recovery	KLF11	MA1512.2	1.32	1.73e-69	3982	6421
Dip and recovery	Wt1	MA1627.2	1.44	1.73e-69	2907	4294
Dip and recovery	ETV6	MA0645.2	1.21	5.36e-68	5353	9368
Dip and recovery	TFAP2B	MA0811.2	1.26	2.74e-66	4624	7809
Dip and recovery	Ahr::Arnt	MA0006.2	1.53	8.76e-66	2278	3166
Dip and recovery	ETV7	MA1708.2	1.22	7.57e-65	5189	9054
Dip and recovery	TFAP2C	MA0814.3	1.33	5.51e-64	3624	5776
Dip and recovery	TFAP2B	MA0812.2	1.37	6.1e-64	3241	5016
Dip and recovery	TFAP2A	MA0810.2	1.24	7.1e-64	4729	8071
Dip and recovery	KLF16	MA0741.1	1.3	7.45e-64	3936	6411
Dip and recovery	TFAP4::ETV1	MA1966.2	1.24	1.92e-63	4708	8033
