feature_id	Naive_WT_REP1	Naive_WT_REP2	D3_WT_REP1	D3_WT_REP2	D5_WT_REP1	D5_WT_REP2	D8_WT_TE_Exp2_REP1	D8_WT_TE_Exp2_REP2	D8_WT_TE_Exp2_REP3
Interval_42713	19	30	87	65	27	20	4	10	6
Interval_42716	24	35	422	233	103	95	9	7	11
Interval_42777	7	8	43	19	101	86	74	77	70
Interval_42795	8	11	29	23	16	12	1	4	1
Interval_42801	16	20	3	5	7	8	2	4	5
Interval_42814	16	23	120	70	148	156	59	62	66
Interval_42815	11	12	97	58	196	192	102	112	155
Interval_42865	623	766	227	129	501	539	319	360	534
Interval_42903	6	13	76	43	60	62	17	12	9
Interval_42960	102	162	0	3	6	3	1	0	0
Interval_42978	77	100	0	3	3	2	0	0	0
Interval_42993	21	38	46	31	10	9	3	1	1
Interval_43016	91	114	63	33	34	34	4	7	6
Interval_43034	122	182	5	4	13	26	15	13	14
Interval_43073	243	393	108	62	260	273	134	139	231
Interval_43135	6	14	88	46	29	35	3	2	1
Interval_43176	139	176	25	27	15	21	4	2	3
Interval_43192	4	2	4	2	16	17	15	12	24
Interval_43228	218	313	113	58	236	230	118	129	165
Interval_43288	18	37	9	5	18	26	9	11	15
Interval_43308	41	39	11	6	29	37	23	17	12
Interval_43312	534	829	157	90	264	335	163	174	259
Interval_43332	76	143	60	37	46	42	11	7	17
Interval_43353	32	51	42	24	112	133	132	137	162
Interval_43442	59	104	30	15	44	53	27	30	33
Interval_43447	55	88	108	64	64	35	14	14	22
Interval_43458	13	21	47	21	7	9	2	2	5
Interval_43525	23	30	146	83	120	74	14	11	24
Interval_43531	129	208	158	108	34	15	11	27	14
Interval_43533	62	107	32	12	51	51	22	18	21
Interval_43552	11	30	10	7	10	12	7	4	11
Interval_43568	9	13	15	5	89	80	150	158	200
Interval_43582	4	5	216	115	9	4	0	4	2
Interval_43624	3	9	106	50	173	190	60	81	73
Interval_43625	2	3	172	123	170	166	32	57	45
Interval_43626	7	5	243	151	426	432	140	157	169
Interval_43651	15	12	15	17	56	81	63	63	87
Interval_43686	21	33	21	14	9	12	4	3	3
Interval_43756	235	294	108	54	71	86	8	13	17
Interval_43757	11	15	108	71	78	88	29	37	25
Interval_43860	4	7	135	80	22	20	4	6	3
Interval_43862	20	23	8	4	12	16	9	4	15
Interval_43877	1	1	78	49	6	2	0	0	1
Interval_43878	1	3	124	59	4	4	1	0	1
Interval_43903	8	13	107	66	54	54	15	17	18
Interval_43934	2	2	38	13	17	28	17	15	18
Interval_43956	249	326	27	29	614	605	676	678	741
Interval_43988	43	51	92	54	28	27	2	1	3
Interval_44169	17	28	132	99	47	26	9	6	16
Interval_44180	3	4	36	17	16	14	3	0	0
Interval_44221	19	20	51	29	17	16	4	2	5
Interval_44247	103	136	21	19	9	10	9	4	4
Interval_44253	185	231	36	12	52	51	7	15	12
Interval_44272	3	1	122	62	48	52	2	0	0
Interval_44274	18	32	17	3	10	11	3	2	1
Interval_44296	10	20	5	5	23	14	7	6	9
Interval_44328	7	7	139	102	166	140	23	12	32
Interval_44348	113	128	51	35	114	129	66	77	122
Interval_44355	21	30	126	70	31	31	1	7	7
Interval_44371	3	5	203	127	522	494	140	165	192
Interval_44381	89	131	270	178	588	581	324	355	414
Interval_44384	5	8	62	41	220	179	32	34	30
Interval_44396	311	339	36	29	12	15	3	1	3
Interval_44423	199	305	11	7	98	97	78	77	130
Interval_44424	34	52	10	5	24	20	8	12	27
Interval_44426	409	522	20	13	336	368	250	302	364
Interval_44428	179	231	9	3	63	63	61	74	96
Interval_44463	12	16	86	56	29	17	5	7	12
Interval_44481	11	11	227	141	91	53	10	4	11
Interval_44482	136	198	5	0	3	3	4	2	2
Interval_44493	43	79	6	5	6	8	3	1	5
Interval_44562	5	23	9	3	14	17	5	11	8
Interval_44574	11	13	106	83	45	43	6	10	5
Interval_44607	19	22	118	70	131	111	53	51	71
Interval_44714	28	51	63	38	23	25	7	11	6
Interval_44717	457	680	188	139	490	537	243	253	428
Interval_44732	7	13	11	8	6	8	1	1	3
Interval_44748	13	17	69	37	83	100	3	5	4
Interval_44753	6	6	23	8	9	12	1	3	1
Interval_44759	48	74	119	103	612	598	179	212	252
Interval_44761	12	22	4	6	18	7	4	1	3
Interval_44767	12	37	29	31	102	148	103	110	145
Interval_44783	22	33	79	66	35	42	5	11	9
Interval_44809	8	19	55	37	18	16	7	11	5
Interval_44825	2	9	1	1	4	8	5	2	1
Interval_44865	3	1	66	28	5	5	1	1	0
Interval_44875	2	8	54	27	6	5	0	1	0
Interval_44894	50	70	102	52	312	347	237	271	389
Interval_44896	92	107	56	33	118	113	63	51	114
Interval_44902	325	444	268	153	1411	1451	1017	1083	1404
Interval_44914	123	182	294	156	1003	972	323	368	540
Interval_44936	326	463	225	139	326	370	167	205	216
Interval_44958	23	36	58	31	296	257	93	122	130
Interval_44969	4	3	27	10	4	1	3	0	2
Interval_44994	134	160	1	2	13	14	4	4	4
Interval_45094	302	465	125	85	107	91	14	18	26
Interval_45100	22	31	9	4	14	16	7	14	7
Interval_45104	519	781	180	143	514	487	287	335	429
Interval_45171	337	494	105	77	241	257	130	132	196
Interval_45196	26	36	98	77	145	120	25	31	42
Interval_45212	282	395	179	119	321	314	146	152	173
Interval_45219	56	77	1	3	4	2	1	1	0
Interval_45240	12	14	111	47	62	74	37	39	47
Interval_45250	38	82	21	23	40	53	21	22	30
Interval_45257	13	21	58	33	194	203	121	143	137
Interval_45258	253	372	148	81	373	376	219	221	277
Interval_45358	419	580	198	121	386	417	218	243	265
Interval_45372	1	4	9	6	2	0	1	1	1
Interval_45464	141	197	21	15	24	33	7	9	6
Interval_45545	104	155	57	24	104	78	70	66	95
Interval_45560	16	27	105	57	150	135	39	35	38
Interval_45599	21	21	9	1	18	16	7	3	4
Interval_45604	17	25	5	5	10	21	7	5	7
Interval_45610	4	8	4	1	27	32	77	118	102
Interval_45621	139	216	299	189	806	793	226	244	378
Interval_45647	451	603	209	107	801	819	536	514	777
Interval_45660	396	592	261	154	608	664	326	345	436
Interval_45667	324	439	107	74	251	210	109	151	164
Interval_45718	200	279	91	44	168	168	85	76	122
Interval_45722	312	359	126	70	271	279	169	165	199
Interval_45738	336	462	172	103	366	388	166	200	262
Interval_45775	104	126	33	28	34	33	5	5	7
Interval_45780	44	58	46	22	47	26	4	2	4
Interval_45784	228	271	5	5	7	11	1	1	2
Interval_45786	14	33	76	51	109	80	15	19	23
Interval_45809	1085	1475	343	242	945	1011	571	597	1024
Interval_45830	235	301	13	12	16	17	4	5	7
Interval_45883	23	34	12	6	16	16	8	10	10
Interval_45892	6	7	44	34	36	46	34	30	23
Interval_45967	90	128	18	7	8	7	5	3	3
Interval_45971	114	154	5	4	7	11	5	2	3
Interval_45990	45	73	230	136	93	63	21	18	33
Interval_46055	18	17	3	2	2	3	3	4	3
Interval_46076	36	34	11	6	12	13	3	4	4
Interval_46112	378	534	126	88	312	337	201	220	225
Interval_46113	22	56	46	43	18	13	2	3	5
Interval_46116	142	190	6	3	5	4	1	3	2
Interval_46153	2	1	80	46	10	6	5	3	3
Interval_46201	224	327	125	60	166	210	89	74	116
Interval_46210	257	361	97	66	203	203	64	72	106
Interval_46229	4	8	65	44	93	86	31	31	40
Interval_46230	9	6	22	12	92	83	44	41	52
Interval_46242	459	650	125	78	337	377	182	189	267
Interval_46253	133	180	62	43	109	138	60	58	86
Interval_46262	15	29	9	7	37	17	8	16	12
Interval_46287	422	567	188	111	557	603	288	305	363
Interval_46288	68	90	45	26	182	158	94	106	178
Interval_46342	13	28	97	63	58	34	18	23	15
Interval_46477	12	14	16	7	23	29	21	25	24
Interval_46644	81	112	9	2	6	2	3	3	2
Interval_46684	1473	1708	508	304	1556	1581	802	786	1074
Interval_46703	68	93	13	19	18	18	1	3	3
Interval_46726	3	11	28	15	5	11	2	5	1
Interval_46770	587	794	200	120	529	547	312	304	435
Interval_46819	5	2	52	32	16	16	4	1	4
Interval_46838	36	46	11	6	16	31	22	19	27
Interval_46850	128	172	31	17	63	64	41	37	47
Interval_46884	93	115	37	19	17	11	3	2	4
Interval_46895	35	57	2	2	3	0	2	2	1
Interval_46901	85	126	18	12	7	12	5	4	2
Interval_46912	5	10	44	29	8	5	3	2	2
Interval_46929	71	100	18	15	7	10	3	1	4
Interval_46963	43	63	13	5	15	10	2	7	7
Interval_46979	62	71	20	11	16	11	5	3	6
Interval_46983	30	39	119	87	134	133	120	131	166
Interval_46993	11	25	135	67	67	56	4	5	6
Interval_46999	31	55	23	10	27	33	14	15	21
Interval_47013	9	20	13	10	12	15	3	5	5
Interval_47038	10	32	4	8	3	5	2	5	0
Interval_47069	95	137	8	2	9	6	6	6	5
Interval_47096	165	215	5	7	11	21	17	10	15
Interval_47110	81	124	21	15	142	150	173	179	178
Interval_47147	16	20	48	25	26	20	3	2	3
Interval_47163	74	102	27	15	74	70	25	36	36
Interval_47290	181	262	39	22	79	108	45	72	75
Interval_47324	1	0	7	2	1	0	0	0	1
Interval_47357	688	1001	231	147	560	616	346	350	481
Interval_47393	182	286	76	52	173	165	70	97	118
Interval_47424	57	127	39	23	59	78	37	31	33
Interval_47448	73	93	42	26	20	35	0	2	2
Interval_47456	618	767	428	278	468	430	75	66	86
Interval_47475	11	13	1	1	2	1	4	0	3
Interval_47480	32	59	30	12	35	29	11	31	24
Interval_47496	6	8	16	20	5	2	2	2	3
Interval_47511	14	22	8	5	7	15	8	0	4
Interval_47557	3	2	1	3	4	3	5	2	3
Interval_47576	672	875	344	217	808	817	303	327	489
Interval_47587	9	9	92	48	22	23	1	2	1
Interval_47596	62	100	30	13	20	14	2	3	5
Interval_47708	914	1112	300	190	788	913	455	475	667
Interval_47727	549	698	288	176	726	753	419	456	547
Interval_47728	48	67	26	22	76	69	34	56	58
Interval_47729	19	40	12	7	19	12	7	12	14
Interval_47743	17	28	19	9	15	22	11	9	22
Interval_47820	29	56	20	11	22	39	15	13	19
Interval_47850	29	28	5	10	12	13	7	15	8
Interval_47944	18	18	188	102	165	168	16	13	12
Interval_47953	48	51	15	11	27	34	16	22	23
Interval_47954	657	802	223	137	503	541	285	327	375
Interval_47964	4	6	149	94	94	96	16	18	15
Interval_47981	52	64	19	11	34	38	15	17	25
Interval_47988	27	43	11	4	24	16	9	9	11
Interval_47995	12	21	71	45	2	4	5	3	2
Interval_48020	1185	1542	543	342	1293	1342	650	764	896
Interval_48105	9	8	84	41	26	20	11	7	6
Interval_48170	148	205	57	29	108	146	53	59	74
Interval_48172	56	81	21	5	32	43	8	13	12
Interval_48302	3	7	40	21	24	21	14	20	10
Interval_48320	60	96	5	3	16	26	5	5	5
Interval_48345	409	485	145	96	300	370	146	160	234
Interval_48371	3	11	18	23	141	133	81	107	130
Interval_48387	27	37	16	11	21	25	12	13	11
Interval_48395	16	30	6	4	13	13	10	7	7
Interval_48400	63	143	43	30	75	95	38	35	44
Interval_48409	11	20	74	41	393	376	269	266	285
Interval_48419	10	23	9	3	14	12	3	6	12
Interval_48469	256	322	4	9	59	65	83	100	128
Interval_48539	18	37	8	7	7	15	8	13	10
Interval_48592	7	10	264	184	67	38	0	2	6
Interval_48655	743	1084	263	168	571	684	305	316	502
Interval_48675	6	7	51	27	47	54	14	12	11
Interval_48694	6	5	36	25	13	10	1	0	0
Interval_48723	694	929	257	147	605	650	372	322	463
Interval_48726	396	572	142	93	319	359	221	254	259
Interval_48763	16	19	16	8	7	11	11	7	6
Interval_48767	612	811	272	188	629	646	317	335	468
Interval_48769	84	138	92	52	97	92	8	14	21
Interval_48816	3	7	38	24	12	7	3	3	2
Interval_48901	87	117	15	9	13	24	11	8	10
Interval_48930	1593	2078	525	330	1391	1421	737	782	1126
Interval_48955	52	92	24	9	41	41	8	11	18
Interval_48992	8	17	70	41	17	13	11	7	6
Interval_49008	107	129	7	7	3	8	1	1	1
Interval_49073	31	41	83	36	30	32	2	8	4
Interval_49086	277	310	253	163	31	30	3	2	4
Interval_49124	1	4	3	2	3	2	19	20	0
Interval_49126	83	114	31	26	63	65	36	23	54
Interval_49141	126	146	8	2	0	2	1	2	0
Interval_49142	890	1015	13	7	18	17	2	0	2
Interval_49159	237	317	34	30	8	11	2	0	3
Interval_49162	96	112	9	8	7	4	1	0	0
Interval_49169	183	222	25	13	25	11	3	2	4
Interval_49192	5	12	60	35	1	4	1	4	0
Interval_49283	9	18	52	33	25	25	38	21	24
Interval_49286	13	25	92	34	7	11	2	5	9
Interval_49295	13	14	56	38	26	27	9	10	12
Interval_49311	363	353	10	12	22	23	2	6	3
Interval_49346	10	40	63	38	12	13	6	5	2
Interval_49355	17	14	48	26	6	4	2	0	3
Interval_49359	4	11	160	89	13	11	2	1	1
Interval_49375	50	55	38	29	11	12	3	4	0
Interval_49399	0	2	0	1	5	2	0	3	2
Interval_49418	13	24	126	82	105	93	40	44	31
Interval_49431	32	40	8	10	86	100	73	77	90
Interval_49444	55	85	7	7	26	24	4	7	7
Interval_49461	2	4	134	88	18	25	6	8	7
Interval_49513	2	2	4	4	0	0	0	0	1
Interval_49549	5	7	5	10	26	26	16	16	18
Interval_49565	496	602	224	117	477	520	266	271	364
Interval_49569	18	29	10	6	22	11	6	8	10
Interval_49590	3	5	31	24	36	40	9	12	9
Interval_49603	2	13	42	24	48	46	11	11	8
Interval_49608	3	8	150	90	55	52	8	9	7
Interval_49643	288	375	148	108	259	328	164	145	225
Interval_49644	19	42	110	75	31	19	8	11	12
Interval_49661	124	166	14	8	35	24	7	9	8
Interval_49681	54	109	39	22	83	74	63	54	61
Interval_49764	2	4	6	4	61	63	21	23	24
Interval_49864	8	16	2	2	15	10	8	7	11
Interval_49884	314	408	85	56	191	202	90	99	202
Interval_49963	19	25	4	9	24	23	28	29	31
Interval_50000	3	4	124	61	9	4	0	0	0
Interval_50001	1	8	56	34	3	1	1	0	1
Interval_50060	6	4	123	49	53	38	12	9	7
Interval_50109	274	413	178	127	449	499	319	322	354
Interval_50136	0	0	14	5	2	2	0	0	0
Interval_50139	429	552	185	127	445	497	212	192	316
Interval_50154	10	11	0	1	3	0	0	1	2
Interval_50178	34	64	121	70	89	112	52	45	58
Interval_50185	6	5	204	151	213	197	35	41	61
Interval_50188	1	4	29	24	16	38	8	10	11
Interval_50235	74	93	59	29	125	100	43	53	52
Interval_50241	492	651	187	103	467	520	211	228	347
Interval_50272	123	194	21	8	12	17	12	8	8
Interval_50307	59	113	21	15	50	56	32	36	28
Interval_50308	14	35	11	10	20	14	9	9	9
Interval_50357	7	5	100	42	23	13	3	6	3
Interval_50390	46	77	5	6	137	109	26	26	28
Interval_50391	745	904	255	134	656	730	336	395	525
Interval_50400	6	8	12	15	23	46	76	81	118
Interval_50437	20	26	57	35	8	12	1	1	1
Interval_50462	11	18	107	61	5	2	4	1	4
Interval_50577	71	108	4	3	3	6	3	3	0
Interval_50607	555	824	267	175	538	567	256	286	390
Interval_50697	22	40	457	269	1061	1011	425	487	600
Interval_50698	3	2	101	60	8	9	1	1	0
Interval_50737	178	291	54	55	65	70	35	30	40
Interval_50776	2	24	37	16	6	9	3	0	2
Interval_50778	1	5	69	22	7	2	2	1	3
Interval_50790	1	9	57	38	4	4	1	0	1
Interval_50798	1047	1157	307	210	555	578	71	94	83
Interval_50808	4	8	119	63	51	65	5	7	3
Interval_50809	3	4	55	22	4	2	0	1	2
Interval_50834	18	21	84	60	64	55	16	9	20
Interval_50856	7	16	75	46	5	9	1	4	3
Interval_50858	5	16	108	62	92	98	13	14	23
Interval_50907	24	46	16	13	61	57	135	143	105
Interval_50927	29	27	103	72	133	118	54	52	92
Interval_50945	1	0	25	12	12	6	2	5	3
Interval_50974	1042	1432	323	192	881	987	594	689	830
Interval_50976	9	22	50	53	57	52	7	16	25
Interval_50977	374	535	196	125	528	605	222	236	287
Interval_51007	9	9	7	1	5	6	1	0	0
Interval_51021	35	45	7	7	17	21	22	21	15
Interval_51070	84	116	5	4	26	16	3	5	3
Interval_51083	172	277	78	46	195	217	99	90	113
Interval_51091	21	16	171	94	93	96	19	14	23
Interval_51132	18	29	8	3	7	12	7	9	13
Interval_51144	23	31	84	71	137	129	36	57	37
Interval_51166	6	4	2	0	8	12	31	23	19
Interval_51180	2	10	171	98	154	158	67	78	94
Interval_51191	438	629	149	86	322	420	242	271	292
Interval_51247	31	40	13	11	25	36	7	11	18
Interval_51269	26	46	9	4	12	6	5	6	7
Interval_51334	6	13	57	32	19	15	9	17	18
Interval_51364	93	129	8	4	11	14	6	6	1
Interval_51448	4	11	0	3	0	0	1	0	0
Interval_51464	793	1021	354	208	941	974	472	499	782
Interval_51555	8	16	77	40	89	71	25	23	47
Interval_51558	2	4	50	24	8	6	1	0	1
Interval_51584	79	106	0	3	1	4	0	0	2
Interval_51632	60	99	26	14	42	46	13	35	37
Interval_51682	48	52	22	22	64	74	26	35	56
Interval_51718	10	13	50	30	42	31	18	17	24
Interval_51738	5	12	66	62	70	61	5	3	6
Interval_51743	2	2	14	10	3	6	0	0	0
Interval_51748	36	51	79	56	35	50	5	10	9
Interval_51767	653	811	199	127	482	527	225	246	274
Interval_51790	16	29	8	10	18	14	8	16	10
Interval_51808	455	667	169	104	377	342	146	198	249
Interval_51811	8	15	91	54	30	32	6	1	6
Interval_51812	497	729	184	120	591	548	225	251	352
Interval_51860	104	125	25	22	239	195	111	123	130
Interval_51870	179	250	64	49	146	160	67	79	104
Interval_51881	447	491	198	134	571	599	285	274	375
Interval_51885	38	66	20	11	40	36	16	28	19
Interval_51973	588	803	298	177	453	495	324	353	512
Interval_51994	7	8	3	2	23	38	66	75	70
Interval_51995	35	42	6	7	82	90	124	131	218
Interval_52032	91	126	45	19	17	20	4	9	5
Interval_52146	179	205	162	107	402	355	116	126	163
Interval_52246	3	4	185	123	114	100	19	14	14
Interval_52264	83	134	19	20	10	10	3	0	0
Interval_52271	127	168	60	41	18	29	0	3	1
Interval_52301	450	530	116	62	172	159	14	21	24
Interval_52302	58	78	6	3	1	4	2	0	1
Interval_52305	632	851	173	94	195	176	32	46	45
Interval_52322	225	331	28	23	77	78	19	20	17
Interval_52328	91	123	3	2	7	5	0	1	0
Interval_52336	296	375	37	24	99	103	24	28	33
Interval_52344	8	12	161	121	52	25	9	6	8
Interval_52352	18	22	10	6	7	10	7	3	7
Interval_52404	63	67	39	23	56	64	35	42	47
Interval_52476	320	463	38	28	72	80	277	278	303
Interval_52501	13	19	8	5	19	10	14	13	7
Interval_52537	633	817	50	30	114	131	99	137	168
Interval_52566	8	12	35	28	13	16	0	2	4
Interval_52593	205	288	34	26	95	84	10	19	21
Interval_52598	7	11	99	53	92	78	43	51	34
Interval_52631	12	11	53	44	53	44	12	18	19
Interval_52636	146	195	143	95	232	182	23	32	37
Interval_52642	114	180	53	20	90	88	51	50	58
Interval_52648	38	73	46	23	24	25	1	0	8
Interval_52746	181	245	107	54	168	190	115	122	153
Interval_52769	21	23	29	16	83	99	107	98	128
Interval_52835	4	26	5	6	19	22	10	6	4
Interval_52853	14	25	5	5	5	7	2	1	0
Interval_52875	66	85	31	30	107	101	44	51	56
Interval_52906	4	4	20	10	0	2	1	0	1
Interval_52993	2	8	15	14	39	27	13	10	17
Interval_53041	73	97	20	16	15	19	2	3	3
Interval_53048	3	6	65	40	12	16	4	8	1
Interval_53100	11	9	38	23	4	11	0	3	3
Interval_53125	4	10	182	85	8	11	5	4	3
Interval_53133	115	153	419	251	968	899	453	526	644
Interval_53150	85	124	37	17	128	124	34	53	54
Interval_53163	11	19	3	3	38	41	62	79	59
Interval_53226	13	15	70	24	12	4	1	2	2
Interval_53261	1	5	1	0	2	10	9	11	19
Interval_53264	4	12	2	1	33	39	46	40	68
Interval_53318	47	61	16	12	41	42	30	20	21
Interval_53319	647	749	215	128	627	621	297	346	422
Interval_53386	28	70	154	72	41	33	10	9	8
Interval_53417	50	69	25	10	41	37	24	25	23
Interval_53423	760	975	251	149	652	729	368	389	536
Interval_53446	584	789	39	24	89	109	111	128	189
Interval_53488	13	11	0	3	32	47	172	159	233
Interval_53494	508	651	217	134	591	607	358	361	392
Interval_53500	98	105	7	3	19	19	3	4	5
Interval_53524	112	193	54	38	98	83	59	60	88
Interval_53525	20	34	3	7	12	13	5	8	8
Interval_53554	5	10	1	2	1	2	2	0	8
Interval_53558	57	124	206	146	182	176	57	56	78
Interval_53573	172	249	78	52	161	142	73	84	103
Interval_53654	17	24	12	7	16	17	9	7	8
Interval_53665	440	558	218	112	428	408	183	216	257
Interval_53705	114	164	75	34	103	120	51	45	58
Interval_53708	4	4	2	4	11	9	2	3	4
Interval_53712	6	8	59	38	34	27	13	10	9
Interval_53729	41	73	31	16	52	48	37	30	37
Interval_53733	428	608	226	148	595	584	299	311	399
Interval_53754	792	998	344	229	747	820	254	266	428
Interval_53773	6	2	2	2	2	1	1	2	2
Interval_53783	267	353	100	58	256	237	152	177	217
Interval_53848	114	204	78	42	90	136	53	61	73
Interval_53907	31	55	18	4	28	35	12	10	23
Interval_53979	667	892	235	130	613	609	291	361	477
Interval_53992	173	254	13	13	21	28	68	75	81
Interval_54016	45	49	21	8	32	43	10	14	18
Interval_54017	17	41	12	11	19	24	6	17	12
Interval_54025	31	42	129	73	65	45	8	14	20
Interval_54052	11	11	13	3	10	8	2	1	3
Interval_54112	13	38	15	21	16	23	4	2	8
Interval_54141	27	49	20	16	39	33	19	25	20
Interval_54160	7	10	95	62	36	24	5	9	7
Interval_54166	844	954	289	175	911	871	413	483	624
Interval_54252	7	14	100	58	38	47	43	48	32
Interval_54266	89	136	16	14	18	16	3	3	7
Interval_54314	6	15	51	27	19	19	12	15	14
Interval_54321	170	213	13	6	107	107	68	85	85
Interval_54337	12	9	58	27	38	41	61	53	73
Interval_54352	35	49	38	30	71	55	21	17	21
Interval_54389	492	668	251	142	635	718	237	274	374
Interval_54421	102	115	35	15	83	91	43	30	59
Interval_54431	26	41	19	9	32	51	18	20	24
Interval_54443	39	86	18	8	32	29	19	17	21
Interval_54459	364	459	112	97	292	315	141	159	207
Interval_54464	34	62	18	11	47	26	15	20	20
Interval_54483	79	109	30	13	38	32	14	11	15
Interval_54489	22	26	56	31	7	4	1	2	3
Interval_54503	2	10	4	0	1	3	1	2	0
Interval_54506	28	38	19	12	103	122	119	134	146
Interval_54613	78	95	26	14	50	80	31	29	54
Interval_54707	6	3	1	1	10	10	3	3	5
Interval_54739	168	213	28	15	79	63	8	6	6
Interval_54745	4	4	78	47	6	3	2	1	0
Interval_54769	451	546	210	137	551	548	211	208	290
Interval_54795	41	54	22	13	35	29	22	26	22
Interval_54814	144	209	1	5	9	12	3	5	5
Interval_54921	20	14	22	10	52	66	40	48	53
Interval_54922	59	89	201	109	632	619	336	390	427
Interval_54935	3	8	35	16	70	82	107	125	95
Interval_54952	485	557	189	119	536	582	292	317	398
Interval_54971	89	119	21	9	22	15	4	1	7
Interval_55004	668	879	264	195	728	766	414	443	662
Interval_55051	1122	1487	366	230	946	950	626	665	756
Interval_55058	439	670	286	168	497	500	252	247	325
Interval_55106	6	5	6	11	6	4	3	1	2
Interval_55116	640	872	239	169	770	737	381	391	507
Interval_55121	328	498	144	104	385	393	175	187	207
Interval_55127	235	340	110	71	293	278	142	152	172
Interval_55134	13	26	93	50	261	235	87	84	101
Interval_55209	12	24	8	8	6	6	4	3	5
Interval_55293	36	51	19	11	49	79	12	29	56
Interval_55299	138	234	474	320	1119	1094	575	687	904
Interval_55307	421	551	275	164	590	582	252	318	314
Interval_55443	246	345	163	86	248	285	147	133	148
Interval_55451	136	179	42	17	121	110	61	71	85
Interval_55463	5	2	87	60	130	85	63	61	55
Interval_55472	823	1048	256	175	660	703	380	400	552
Interval_55552	173	194	31	10	17	34	4	3	3
Interval_55590	20	32	28	19	31	23	6	7	6
Interval_55601	3	1	49	34	134	133	45	44	69
Interval_55604	2	2	22	9	26	28	34	52	41
Interval_55605	7	9	116	82	329	363	221	301	293
Interval_55618	84	161	232	153	684	686	284	318	348
Interval_55624	31	31	281	195	569	542	356	469	481
Interval_55627	12	10	219	125	728	721	285	292	384
Interval_55644	2	6	181	117	58	68	4	8	7
Interval_55661	18	35	247	162	505	451	79	94	121
Interval_55685	1	6	2	1	6	5	3	1	0
Interval_55775	100	143	18	11	19	24	6	4	9
Interval_55798	287	498	199	117	312	323	159	183	208
Interval_55828	41	57	27	16	42	53	29	21	31
Interval_55836	0	1	4	1	0	4	2	0	1
Interval_55844	1000	1250	345	179	807	793	411	405	555
Interval_55856	1289	1485	465	244	1209	1268	653	694	932
Interval_55863	3	0	3	0	1	4	0	0	3
Interval_55890	2	3	5	3	0	2	1	0	1
Interval_55898	0	4	89	51	46	34	2	2	2
Interval_55909	3	7	76	49	34	20	7	5	4
Interval_55917	11	16	63	54	59	48	8	9	20
Interval_55936	16	19	6	0	18	5	10	10	10
Interval_55940	35	55	19	17	43	38	34	23	29
Interval_55977	460	631	146	96	416	444	231	247	329
Interval_56027	87	121	48	34	51	90	52	57	58
Interval_56060	135	247	43	26	41	49	10	7	14
Interval_56088	271	410	157	103	1122	1181	887	936	1191
Interval_56112	2	6	40	23	18	18	2	6	4
Interval_56155	69	102	17	4	123	147	127	114	141
Interval_56176	63	92	24	17	70	71	24	42	31
Interval_56264	2	5	53	34	0	1	0	1	0
Interval_56302	681	859	264	152	509	575	339	394	516
Interval_56328	129	122	3	2	2	2	0	1	3
Interval_56329	445	607	48	24	32	39	10	13	14
Interval_56364	36	68	130	79	60	63	15	20	10
Interval_56466	22	30	8	2	16	13	5	13	7
Interval_56482	79	105	31	15	55	43	39	35	37
Interval_56504	287	427	208	122	551	555	164	165	258
Interval_56506	25	58	42	31	103	88	26	35	60
Interval_56542	87	142	44	21	72	60	46	37	46
Interval_56659	68	85	30	16	35	60	22	21	39
Interval_56690	8	14	1	1	3	2	1	0	1
Interval_56705	67	82	16	9	5	18	0	2	4
Interval_56759	65	114	7	1	6	3	4	2	1
Interval_56827	12	16	379	256	72	60	20	23	19
Interval_56854	13	24	122	60	62	86	35	18	39
Interval_56947	5	10	48	31	6	12	0	0	2
Interval_56975	9	10	5	20	13	5	0	1	3
Interval_56977	147	182	36	35	23	24	8	4	3
Interval_56991	15	28	14	12	47	50	19	19	23
Interval_57006	15	25	51	39	250	288	206	258	301
Interval_57040	976	1126	410	223	911	968	534	590	720
