feature_id	Naive_WT_REP1	Naive_WT_REP2	D3_WT_REP1	D3_WT_REP2	D5_WT_REP1	D5_WT_REP2	D8_WT_TE_Exp2_REP1	D8_WT_TE_Exp2_REP2	D8_WT_TE_Exp2_REP3
Interval_65127	609	637	27	21	121	126	51	43	73
Interval_65131	17	13	16	15	100	103	137	157	196
Interval_65140	128	175	9	7	3	6	6	3	4
Interval_65160	718	963	234	144	606	679	358	395	497
Interval_65179	15	40	12	5	12	9	5	4	14
Interval_65185	148	193	133	95	211	185	27	19	47
Interval_65207	4	2	0	1	4	2	1	0	4
Interval_65223	491	621	176	115	414	409	255	279	390
Interval_65227	207	309	117	75	164	164	80	96	125
Interval_65237	923	1204	327	207	843	861	418	412	534
Interval_65270	14	20	3	7	63	51	227	267	425
Interval_65274	5	9	8	4	41	69	258	242	427
Interval_65308	1	8	57	37	12	6	4	2	1
Interval_65310	453	617	217	138	419	422	194	192	242
Interval_65336	15	28	32	26	39	20	11	16	20
Interval_65358	316	394	8	11	17	13	7	5	12
Interval_65381	68	83	20	8	22	28	12	15	18
Interval_65399	97	133	19	10	20	35	4	3	6
Interval_65460	19	18	230	155	73	70	8	11	13
Interval_65480	1125	1556	483	293	1260	1236	617	661	951
Interval_65482	11	15	8	6	19	12	11	9	7
Interval_65491	58	98	8	8	12	10	1	3	1
Interval_65499	4	8	32	27	155	165	43	47	81
Interval_65500	3	4	55	37	63	57	9	12	7
Interval_65501	7	12	55	40	64	80	8	15	23
Interval_65515	7	7	84	36	85	82	11	12	9
Interval_65547	20	35	116	72	99	81	28	37	47
Interval_65576	269	383	16	16	37	29	10	7	25
Interval_65600	9	13	2	3	4	3	2	1	3
Interval_65662	2	2	36	19	16	11	1	5	6
Interval_65692	285	359	67	42	67	67	2	8	12
Interval_65751	81	109	85	51	490	545	347	353	414
Interval_65758	5	8	2	1	2	4	2	0	6
Interval_65771	9	8	224	122	327	270	26	19	25
Interval_65776	124	157	100	65	49	48	7	12	12
Interval_65791	69	141	23	15	80	82	61	54	87
Interval_65809	20	27	5	3	7	3	0	1	1
Interval_65821	987	1224	76	58	607	654	399	439	582
Interval_65823	657	853	327	203	897	921	458	439	654
Interval_65833	199	248	51	30	7	4	0	2	2
Interval_65842	692	995	228	142	508	551	234	269	338
Interval_65910	277	495	134	93	272	290	51	53	58
Interval_65961	76	99	8	6	7	6	5	2	2
Interval_65963	3	1	5	2	0	1	1	0	1
Interval_66123	584	753	190	134	653	561	289	302	351
Interval_66160	100	168	14	11	16	13	4	4	3
Interval_66168	3	4	53	26	14	17	2	6	6
Interval_66194	14	32	84	60	65	57	8	8	12
Interval_66250	15	36	117	65	89	86	12	8	17
Interval_66268	3	5	44	27	76	59	13	15	11
Interval_66306	12	28	104	75	17	16	2	3	1
Interval_66459	10	11	3	12	15	24	6	8	11
Interval_66492	242	299	65	28	203	201	16	19	22
Interval_66498	2	1	49	29	51	55	8	7	4
Interval_66510	56	80	319	193	760	713	263	305	420
Interval_66511	4	13	78	46	28	35	5	9	16
Interval_66538	10	13	48	28	6	4	4	3	1
Interval_66539	52	52	7	2	6	11	2	1	6
Interval_66547	6	9	68	36	71	67	31	22	20
Interval_66565	137	176	368	245	289	234	64	88	88
Interval_66596	50	55	11	8	18	29	16	25	17
Interval_66601	113	147	95	61	27	22	6	5	5
Interval_66613	71	101	32	14	73	82	47	47	68
Interval_66675	9	11	7	3	5	9	4	4	6
Interval_66678	3	12	196	119	68	51	24	18	16
Interval_66703	31	34	96	65	102	91	5	7	5
Interval_66706	45	72	363	187	389	342	38	44	60
Interval_66709	3	4	41	30	4	4	0	2	1
Interval_66738	12	10	73	39	12	18	5	5	3
Interval_66761	29	42	16	11	26	19	11	21	16
Interval_66782	16	22	1	2	2	1	1	3	2
Interval_66784	18	21	7	0	20	28	21	33	26
Interval_66815	19	27	75	46	24	32	7	8	7
Interval_66990	0	1	43	44	8	1	1	0	0
Interval_66991	3	5	139	81	19	20	14	11	8
Interval_67070	123	130	5	1	3	6	3	2	4
Interval_67078	577	728	63	42	122	128	32	41	42
Interval_67181	2	5	87	43	3	0	0	1	1
Interval_67188	9	14	50	26	7	13	2	7	6
Interval_67217	9	20	81	58	69	63	15	14	15
Interval_67305	39	53	16	10	18	22	7	8	8
Interval_67311	25	35	3	2	73	73	80	98	87
Interval_67341	0	6	6	1	12	15	7	7	4
Interval_67345	62	115	38	24	113	119	43	52	55
Interval_67373	534	788	177	124	451	470	236	265	360
Interval_67443	3	4	69	45	5	1	0	0	0
Interval_67461	19	19	70	37	73	64	15	16	16
Interval_67486	45	51	29	15	54	40	11	8	7
Interval_67487	334	394	145	78	263	283	106	117	143
Interval_67530	91	149	48	28	86	79	47	50	47
Interval_67546	21	28	8	5	23	20	23	26	23
Interval_67577	116	171	46	29	79	98	27	61	54
Interval_67585	8	16	11	5	25	30	2	2	4
Interval_67608	81	149	7	9	5	10	3	2	1
Interval_67677	9	9	82	45	70	57	20	23	33
Interval_67683	13	14	62	38	36	42	32	28	27
Interval_67704	525	676	174	111	355	352	38	42	70
Interval_67718	548	815	228	131	541	530	234	261	329
Interval_67737	3	6	1	2	9	4	5	4	3
Interval_67767	123	171	3	1	4	4	0	3	0
Interval_67777	38	61	16	7	32	30	9	17	17
Interval_67805	6	1	2	2	2	0	0	0	0
Interval_67864	17	23	26	16	455	441	294	354	383
Interval_67871	21	57	260	190	328	263	108	96	123
Interval_67897	89	137	48	22	74	86	46	45	47
Interval_67898	63	87	30	9	54	30	24	25	29
Interval_67911	117	164	9	3	27	21	17	19	27
Interval_68011	2	1	42	39	10	8	4	1	5
Interval_68015	1752	1939	560	326	1556	1635	877	904	1236
Interval_68040	5	4	10	11	11	12	1	3	2
Interval_68053	614	829	232	113	504	531	244	242	317
Interval_68095	38	45	10	8	38	26	15	30	22
Interval_68114	17	21	49	23	28	26	3	3	2
Interval_68126	12	22	65	44	19	23	11	6	6
Interval_68156	40	59	12	17	39	44	8	22	23
Interval_68233	967	1238	351	216	906	931	513	501	723
Interval_68244	187	319	123	67	173	211	83	69	126
Interval_68251	1022	1395	352	223	806	850	497	458	663
Interval_68288	365	507	122	74	310	322	196	214	240
Interval_68292	731	1006	334	219	965	1048	643	678	823
Interval_68337	11	22	7	2	14	17	4	10	6
Interval_68361	699	857	291	193	644	635	308	348	473
Interval_68378	2	1	93	41	56	73	40	37	29
Interval_68383	215	249	82	46	44	43	12	12	10
Interval_68398	1	11	48	39	18	17	2	4	6
Interval_68424	65	101	30	17	10	20	1	3	1
Interval_68426	65	113	47	27	19	15	8	3	1
Interval_68463	109	123	12	9	8	12	4	2	3
Interval_68519	328	439	127	74	282	351	126	138	220
Interval_68529	313	469	197	121	475	427	127	179	233
Interval_68537	19	27	141	85	42	47	6	6	6
Interval_68551	2	1	120	68	30	14	4	3	4
Interval_68554	20	40	119	71	94	72	15	21	10
Interval_68605	17	32	18	6	24	21	10	16	11
Interval_68652	33	32	25	11	33	31	15	22	17
Interval_68658	1	3	4	2	11	15	72	57	66
Interval_68669	1	1	9	4	1	0	1	0	0
Interval_68677	23	35	11	3	107	144	131	133	175
Interval_68678	50	91	19	11	30	45	17	21	35
Interval_68722	416	624	198	110	391	411	153	180	177
Interval_68888	98	139	23	12	32	40	15	17	18
Interval_68967	2	0	6	3	0	4	1	2	0
Interval_68969	25	34	170	71	368	373	130	99	116
Interval_68984	5	15	60	27	29	20	4	9	14
Interval_69005	5	14	37	18	97	80	38	48	61
Interval_69020	3	13	8	8	72	65	79	76	74
Interval_69131	12	13	34	15	10	6	1	0	1
Interval_69146	12	23	34	25	13	8	0	0	1
Interval_69181	94	136	8	4	9	5	1	1	0
Interval_69186	17	22	5	3	10	17	11	10	12
Interval_69191	98	113	284	168	573	643	199	235	278
Interval_69214	2	2	29	23	21	17	13	14	12
Interval_69221	57	100	44	38	31	23	3	6	5
Interval_69233	21	18	171	110	44	40	10	3	6
Interval_69239	4	3	99	46	13	20	2	5	6
Interval_69276	731	996	387	212	1128	1032	385	453	678
Interval_69308	78	106	46	36	85	93	50	48	51
Interval_69373	3	4	133	84	101	78	12	8	7
Interval_69398	347	455	63	53	96	88	33	53	44
Interval_69408	688	942	71	45	59	83	18	29	27
Interval_69414	144	179	20	13	10	11	1	4	1
Interval_69424	37	26	121	79	39	47	3	3	9
Interval_69464	24	32	7	6	10	12	4	5	5
Interval_69476	51	87	20	13	119	123	163	147	170
Interval_69509	644	866	277	159	607	658	260	306	410
Interval_69523	102	147	28	20	21	27	9	6	2
Interval_69558	282	318	168	81	346	369	153	159	277
Interval_69590	6	11	35	26	18	11	3	1	3
Interval_69627	17	35	15	9	8	8	1	2	3
Interval_69645	417	603	143	84	305	331	148	172	199
Interval_69650	141	210	58	47	135	139	92	112	120
Interval_69683	13	15	136	91	16	12	1	0	6
Interval_69690	371	477	210	145	574	652	312	290	415
Interval_69715	46	71	19	15	16	19	15	18	19
Interval_69727	4	7	16	7	85	105	113	113	138
Interval_69741	464	632	149	106	385	459	226	235	302
Interval_69751	0	5	41	34	21	22	4	1	1
Interval_69806	11	6	117	70	73	55	11	8	13
Interval_69815	96	120	1	0	3	3	0	1	1
Interval_69829	14	18	2	2	6	10	2	5	3
Interval_69834	14	25	89	51	13	9	1	3	3
Interval_69839	541	711	223	134	506	558	266	273	362
Interval_69847	23	33	203	114	602	641	318	358	466
Interval_69862	394	560	174	130	383	379	183	181	211
Interval_69870	7	7	74	42	21	13	2	2	1
Interval_69901	114	192	211	126	502	464	304	335	308
Interval_69962	56	70	146	102	60	51	4	16	11
Interval_69968	64	73	229	150	82	71	7	15	9
Interval_69989	271	328	11	5	39	54	15	30	33
Interval_70015	833	1072	294	150	776	847	330	375	535
Interval_70041	8	12	122	57	17	14	1	4	5
Interval_70092	340	395	25	20	57	59	18	15	14
Interval_70130	53	89	4	2	3	5	0	1	0
Interval_70152	130	152	17	6	20	29	5	0	2
Interval_70203	694	848	215	152	683	677	277	258	393
Interval_70210	165	261	87	47	132	140	57	69	128
Interval_70218	15	12	4	2	86	97	132	166	158
Interval_70245	30	68	20	11	37	39	22	19	30
Interval_70259	57	98	36	15	46	53	27	24	30
Interval_70310	5	4	4	3	5	3	1	0	1
Interval_70349	90	114	13	6	11	12	4	2	2
Interval_70350	31	51	48	39	302	259	125	142	176
Interval_70353	409	471	120	84	361	355	97	115	177
Interval_70363	33	50	19	10	15	13	7	3	10
Interval_70440	2	7	48	29	3	9	1	1	1
Interval_70447	7	4	77	52	12	5	0	1	0
Interval_70479	8	12	22	15	130	130	66	46	54
Interval_70498	11	15	28	15	73	89	88	79	65
Interval_70504	11	15	59	28	279	265	124	139	169
Interval_70512	202	264	102	57	270	270	145	190	212
Interval_70581	4	3	94	43	14	10	0	1	0
Interval_70591	6	11	75	50	109	99	35	39	52
Interval_70610	2	8	1	2	9	6	5	5	12
Interval_70692	55	55	183	101	254	272	191	181	166
Interval_70703	2	3	164	86	36	31	2	3	0
Interval_70820	27	40	179	117	257	250	59	65	134
Interval_70833	13	17	34	19	126	145	94	124	119
Interval_70850	47	53	17	18	52	46	41	54	29
Interval_70856	455	731	174	99	362	465	203	225	273
Interval_70873	635	836	301	185	757	766	530	603	747
Interval_70891	44	74	32	15	69	64	26	34	34
Interval_70905	1393	1727	574	364	1664	1645	869	945	1220
Interval_70940	1	2	10	3	6	3	0	1	0
Interval_70958	26	25	0	0	2	2	0	0	0
Interval_70998	797	963	316	198	610	662	335	339	464
Interval_71013	479	742	237	130	511	531	186	216	405
Interval_71046	1	3	5	3	2	2	0	0	0
Interval_71062	5	3	34	25	13	11	2	2	7
Interval_71086	57	107	44	29	17	13	3	10	9
Interval_71096	44	53	87	66	67	59	10	9	15
Interval_71099	201	315	78	54	159	161	48	73	110
Interval_71167	160	251	52	30	116	120	62	71	83
Interval_71208	3	4	72	35	36	31	23	19	18
Interval_71255	1	1	51	39	6	5	1	2	0
Interval_71286	24	50	190	102	250	240	95	99	93
Interval_71317	4	4	333	184	84	77	7	2	4
Interval_71345	22	35	58	40	138	129	122	117	159
Interval_71354	33	62	251	169	489	500	317	365	419
Interval_71355	3	1	143	85	21	26	2	2	1
Interval_71433	149	209	76	43	101	114	76	70	83
Interval_71460	12	28	4	6	12	16	7	9	7
Interval_71485	2	0	62	31	13	15	3	3	4
Interval_71488	4	9	75	42	6	5	1	0	1
Interval_71574	19	38	31	14	11	7	1	3	2
Interval_71598	67	77	21	14	52	50	30	27	30
Interval_71659	2	2	3	0	3	4	10	11	8
Interval_71779	256	325	32	26	40	51	19	21	23
Interval_71792	1108	1364	159	89	632	782	301	354	455
Interval_71804	1	3	5	2	3	7	0	0	1
Interval_71813	158	186	2	4	2	2	0	0	1
Interval_71816	182	236	1	2	2	2	1	0	1
Interval_71830	810	1047	294	156	727	776	416	424	562
Interval_71873	0	6	23	16	59	61	25	30	15
Interval_71922	496	708	200	123	359	428	229	256	311
Interval_71989	1052	1329	397	261	1001	1024	474	583	658
Interval_71998	16	10	10	1	13	10	3	4	7
Interval_72001	466	683	194	131	441	437	160	242	335
Interval_72036	25	38	17	8	21	27	17	16	17
Interval_72054	244	379	104	61	264	272	138	142	179
Interval_72076	4	8	263	121	155	111	53	65	56
Interval_72119	16	20	3	5	16	23	26	29	35
Interval_72121	488	741	200	121	480	537	238	261	371
Interval_72125	2	2	111	72	44	31	1	3	4
Interval_72127	643	859	222	164	585	640	313	330	438
Interval_72177	3	7	88	60	51	31	37	43	42
Interval_72178	0	5	41	19	11	12	19	20	9
Interval_72184	2	4	43	31	10	5	0	3	1
Interval_72188	18	27	10	7	17	10	6	4	5
Interval_72201	18	15	177	118	60	44	2	4	11
Interval_72226	19	32	145	94	52	47	9	6	8
Interval_72230	45	94	9	5	16	19	14	17	14
Interval_72241	109	157	63	34	61	53	16	14	13
Interval_72291	3	7	4	1	5	3	3	3	2
Interval_72350	582	773	240	142	452	456	256	243	334
Interval_72367	72	95	61	26	27	19	5	5	6
Interval_72376	514	720	186	97	404	440	268	266	253
Interval_72381	3	0	156	91	8	7	3	3	2
Interval_72431	161	194	38	28	49	42	10	9	16
Interval_72437	19	24	13	4	11	12	10	13	18
Interval_72446	310	392	122	90	327	299	150	210	276
Interval_72448	52	56	56	30	265	269	187	220	316
Interval_72494	61	113	17	26	46	55	25	22	36
Interval_72507	351	523	143	106	389	342	228	225	271
Interval_72527	89	115	105	68	379	336	256	288	452
Interval_72535	143	200	404	218	643	591	305	275	509
Interval_72547	16	22	9	5	14	18	7	6	8
Interval_72552	8	24	62	33	62	55	13	23	18
Interval_72589	15	30	11	4	12	19	4	5	5
Interval_72595	118	182	101	66	40	49	11	9	8
Interval_72607	860	1038	71	50	186	220	38	48	58
Interval_72642	16	21	16	14	18	8	3	2	2
Interval_72651	164	227	37	21	25	22	6	6	5
Interval_72707	3	7	29	25	35	25	10	10	18
Interval_72709	10	15	16	15	64	55	55	65	87
Interval_72714	3	12	280	176	297	282	51	51	85
Interval_72728	1	1	18	15	26	14	4	7	5
Interval_72738	9	13	69	40	69	72	4	5	13
Interval_72760	2	3	9	7	11	13	11	5	7
Interval_72787	18	29	17	11	11	14	3	8	10
Interval_72788	332	439	138	101	367	351	140	143	197
Interval_72789	18	27	8	5	12	21	4	2	11
Interval_72845	19	18	67	31	23	25	3	12	7
Interval_72894	11	25	7	8	13	13	7	10	9
Interval_73050	119	167	6	5	7	5	6	6	5
Interval_73055	4	11	60	33	5	3	2	2	2
Interval_73060	337	477	108	61	280	277	99	94	207
Interval_73069	469	676	201	139	563	543	213	255	330
Interval_73085	2	1	37	26	14	7	2	3	0
Interval_73115	28	21	106	57	110	107	16	34	19
Interval_73125	153	204	58	36	137	163	73	92	97
Interval_73146	2	6	5	4	5	3	0	3	0
Interval_73148	1	4	2	1	1	1	1	1	0
Interval_73163	6	2	59	29	10	8	0	3	4
Interval_73190	6	2	2	1	0	4	1	1	1
Interval_73193	4	4	13	4	10	12	2	0	0
Interval_73215	2	5	1	2	1	4	1	4	1
Interval_73218	3	3	89	59	5	5	1	1	2
Interval_73238	932	1101	357	217	755	801	440	450	592
Interval_73239	12	25	7	9	4	2	2	2	0
Interval_73241	6	7	221	123	30	13	4	2	3
Interval_73275	47	73	27	17	31	55	26	29	49
Interval_73283	29	39	29	25	124	105	101	122	151
Interval_73292	44	56	22	8	37	35	16	18	23
Interval_73310	17	31	438	273	492	496	232	287	315
Interval_73334	568	801	312	200	623	619	323	337	450
Interval_73350	9	8	118	93	267	264	255	295	340
Interval_73367	5	2	5	1	6	3	10	12	6
Interval_73389	13	10	81	34	15	20	5	7	7
Interval_73424	60	85	205	106	153	162	32	39	49
Interval_73461	4	10	112	73	136	112	65	62	72
Interval_73506	2	9	7	7	5	1	0	0	2
Interval_73603	12	22	15	7	68	74	111	112	130
Interval_73642	18	23	44	41	27	41	5	10	13
Interval_73669	77	87	131	94	166	193	13	25	24
Interval_73707	892	1254	328	193	694	790	378	394	503
Interval_73717	12	16	9	4	19	30	9	9	4
Interval_73735	2	7	5	3	13	21	5	10	5
Interval_73768	8	9	124	69	54	40	31	31	36
Interval_73774	10	27	4	1	0	1	4	0	2
Interval_73794	55	81	105	56	72	48	13	18	9
Interval_73819	553	810	181	107	486	469	269	320	321
Interval_73858	73	98	262	145	300	243	231	203	252
Interval_73979	34	37	12	6	21	22	9	12	16
Interval_74032	121	156	43	25	117	115	65	43	63
Interval_74051	11	23	6	6	13	13	7	7	7
Interval_74057	629	808	206	140	602	619	259	307	438
Interval_74097	49	51	83	52	49	58	16	12	11
Interval_74102	29	28	9	8	27	33	16	20	21
Interval_74213	1	2	8	2	2	2	0	0	1
Interval_74224	4	6	7	5	9	10	1	4	2
Interval_74230	306	499	232	132	453	547	233	259	400
Interval_74267	76	98	11	7	20	18	11	16	21
Interval_74284	4	3	1	0	1	0	4	2	1
Interval_74307	545	804	198	110	404	455	236	265	327
Interval_74352	16	34	107	58	87	85	13	12	25
Interval_74372	1	9	108	61	7	6	1	1	2
Interval_74379	28	51	46	23	26	13	2	3	7
Interval_74392	71	99	11	9	9	16	4	2	0
Interval_74415	6	12	240	171	160	142	57	69	77
Interval_74430	75	87	18	9	48	46	13	20	23
Interval_74482	66	73	3	2	4	4	0	0	1
Interval_74490	7	5	9	6	6	4	0	1	0
Interval_74504	6	10	123	87	26	21	7	9	3
Interval_74524	27	23	132	65	42	49	13	15	16
Interval_74565	116	210	15	5	23	20	6	13	10
Interval_74598	1	4	12	8	118	109	62	79	67
Interval_74630	9	22	10	9	12	16	4	1	5
Interval_74637	1132	1426	370	249	1033	1155	582	670	843
Interval_74638	6	14	27	18	110	141	64	80	71
Interval_74714	236	276	37	16	74	63	9	16	22
Interval_74744	1	2	85	67	26	20	2	2	0
Interval_74761	104	164	50	40	83	114	35	38	74
Interval_74782	443	614	157	135	438	470	193	215	297
Interval_74789	1219	1539	422	261	1067	1181	594	641	867
Interval_74809	759	1082	297	153	612	682	361	406	521
Interval_74872	3	2	1	1	3	1	0	2	0
Interval_74887	14	32	12	5	13	15	11	11	7
Interval_74890	2	6	16	8	102	94	66	66	87
Interval_74963	23	24	8	2	18	9	3	6	8
Interval_74971	36	46	53	38	10	8	4	4	10
Interval_75000	12	8	101	58	72	55	13	4	8
Interval_75043	87	120	36	23	69	71	35	38	39
Interval_75055	1086	1278	96	56	876	899	715	786	936
Interval_75071	61	102	11	9	50	36	14	15	26
Interval_75081	896	1073	49	36	659	729	348	453	511
Interval_75091	1	3	43	21	51	35	37	30	38
Interval_75095	13	14	15	8	126	136	100	119	104
Interval_75107	437	604	193	102	433	454	185	227	290
Interval_75122	3	10	49	37	14	16	1	3	5
Interval_75123	9	3	125	91	27	22	2	6	4
Interval_75127	7	12	54	34	15	11	9	10	8
Interval_75154	38	58	91	71	29	14	4	3	6
Interval_75155	509	760	258	187	501	547	256	268	334
Interval_75186	10	18	59	34	65	30	14	24	29
Interval_75189	4	14	65	45	42	49	15	15	13
Interval_75227	26	56	14	20	33	31	22	24	24
Interval_75236	782	1022	333	181	825	891	375	420	564
Interval_75247	637	792	251	175	628	637	281	311	383
Interval_75255	197	303	139	80	343	280	132	155	207
Interval_75260	8	6	7	3	12	9	7	5	7
Interval_75274	312	508	184	114	455	502	267	287	372
Interval_75299	14	22	9	5	13	12	2	8	13
Interval_75322	9	11	175	113	162	178	102	103	121
Interval_75339	10	24	10	8	6	12	8	9	11
Interval_75349	75	102	21	21	74	73	39	37	48
Interval_75386	10	20	19	10	12	19	3	2	1
Interval_75400	33	43	15	9	26	35	8	8	14
Interval_75436	45	70	190	147	125	120	31	35	50
Interval_75489	94	96	1	6	0	2	0	0	0
Interval_75508	17	18	2	2	2	6	1	0	1
Interval_75509	84	135	8	10	17	15	5	6	3
Interval_75520	504	687	5	2	6	6	2	2	2
Interval_75541	81	164	30	30	76	101	71	69	81
Interval_75542	70	101	30	21	65	68	36	38	28
Interval_75601	41	37	13	5	15	21	9	5	13
Interval_75607	32	80	13	18	27	53	12	14	37
Interval_75633	720	1059	235	124	535	613	361	348	517
Interval_75677	195	248	49	28	71	70	28	31	50
Interval_75700	363	494	165	77	372	381	202	182	259
Interval_75767	91	110	5	3	7	9	1	0	0
Interval_75811	34	33	60	31	86	79	54	41	58
Interval_75833	560	812	196	147	462	575	230	264	383
Interval_75862	7	23	161	86	95	90	19	20	22
Interval_75866	29	52	44	32	34	38	3	5	6
Interval_75903	110	192	39	36	82	86	60	54	78
Interval_75905	123	138	41	21	90	82	51	54	51
Interval_75979	0	1	6	4	1	1	0	1	1
Interval_76042	130	176	345	206	658	655	419	461	559
Interval_76071	17	36	93	50	32	43	11	14	7
Interval_76080	2	4	7	2	4	5	0	3	1
Interval_76119	607	700	208	128	588	555	299	308	438
Interval_76122	284	402	127	71	399	428	179	221	269
Interval_76141	81	113	107	70	471	543	510	573	607
Interval_76143	12	21	15	6	19	27	11	20	11
Interval_76148	1295	1604	390	278	1171	1256	600	656	848
Interval_76155	9	15	39	24	7	5	3	3	3
Interval_76170	381	556	136	79	285	298	136	180	207
Interval_76183	9	11	155	128	370	313	67	104	77
Interval_76198	3	5	6	3	4	3	0	2	2
Interval_76232	254	347	73	48	53	34	6	13	13
Interval_76238	3	5	254	161	32	24	2	1	4
Interval_76255	96	111	29	19	30	21	14	15	17
Interval_76296	22	28	4	2	4	8	5	2	1
Interval_76305	29	48	35	25	5	3	1	0	0
Interval_76316	16	15	7	4	6	20	5	5	3
Interval_76363	374	522	117	81	339	329	142	165	197
Interval_76373	38	65	6	3	46	52	89	115	103
Interval_76388	489	765	299	199	675	681	212	287	343
Interval_76400	20	19	90	59	8	8	1	3	1
Interval_76513	10	11	50	45	7	8	4	5	2
Interval_76519	5	14	1	1	3	4	2	1	3
Interval_76589	2	7	4	1	10	18	47	47	51
Interval_76594	12	24	18	3	10	16	3	10	2
Interval_76690	116	134	77	45	112	120	80	83	71
Interval_76698	116	173	7	2	32	50	34	37	40
Interval_76728	922	1176	345	253	902	882	491	505	668
Interval_76746	95	137	37	28	65	76	43	54	77
Interval_76814	90	127	10	2	6	2	0	2	1
Interval_76833	36	56	92	56	37	49	4	8	10
Interval_76876	568	755	208	128	472	523	214	274	362
Interval_76883	242	354	168	103	214	226	113	131	169
Interval_76891	16	26	4	2	0	2	2	0	0
Interval_77007	38	72	16	16	42	55	47	34	35
Interval_77024	3	9	50	20	6	4	1	3	0
Interval_77066	11	6	7	5	9	14	6	6	3
Interval_77073	3	8	46	19	25	26	8	14	14
Interval_77083	4	4	40	21	22	18	0	1	2
Interval_77095	32	52	174	83	116	119	23	28	31
Interval_77104	68	107	231	165	326	321	148	148	157
Interval_77131	2	3	15	5	0	4	0	1	0
Interval_77149	483	609	40	21	92	105	32	54	62
Interval_77174	3	4	41	32	11	6	1	1	1
Interval_77246	61	102	49	24	99	96	32	40	67
Interval_77263	10	7	83	52	44	36	3	1	1
Interval_77296	72	103	44	40	93	81	54	54	57
Interval_77442	249	361	99	52	327	373	194	208	236
Interval_77483	82	112	49	28	138	113	44	51	49
Interval_77504	170	220	17	17	36	45	10	7	16
Interval_77521	71	95	27	18	52	74	22	36	43
Interval_77557	3	3	34	24	14	9	8	5	9
Interval_77646	66	65	121	62	241	273	194	235	278
Interval_77662	29	45	16	8	13	20	14	14	11
Interval_77663	297	464	126	84	242	253	150	137	203
Interval_77740	2	4	41	32	28	28	2	1	5
Interval_77741	5	3	31	22	9	13	8	6	6
Interval_77747	106	146	72	46	25	19	3	6	2
Interval_77778	50	72	7	4	6	8	3	5	4
Interval_77780	29	45	35	24	170	167	121	151	187
Interval_77788	3	6	132	79	229	230	84	82	104
Interval_77832	218	348	65	43	180	183	92	92	123
Interval_77862	108	127	56	22	115	125	45	45	65
Interval_77904	40	44	147	114	154	143	29	24	38
Interval_77994	9	12	47	30	12	24	3	4	7
Interval_77996	12	17	41	15	7	1	1	1	4
Interval_78005	1	6	32	24	20	35	21	21	11
Interval_78035	11	20	248	162	455	431	319	311	423
Interval_78047	23	40	51	30	213	219	180	209	252
Interval_78052	2	1	3	0	3	0	0	0	0
Interval_78072	5	10	150	83	3	3	2	1	0
Interval_78083	249	418	119	80	215	240	106	111	173
Interval_78113	98	132	14	13	19	16	5	0	7
Interval_78124	100	121	2	0	6	4	3	3	5
Interval_78138	1	2	84	44	0	4	0	2	1
Interval_78161	37	44	20	10	32	32	14	18	23
Interval_78198	833	971	100	69	490	541	315	334	385
Interval_78264	7	2	102	50	10	6	4	0	1
Interval_78269	4	10	2	1	7	6	0	3	5
Interval_78347	18	38	92	46	44	37	10	5	18
Interval_78363	171	251	71	48	216	206	92	89	125
Interval_78371	10	19	75	52	153	137	63	60	65
Interval_78448	60	67	31	28	5	11	3	4	2
Interval_78449	88	147	60	47	6	21	2	3	7
Interval_78548	39	55	122	59	60	54	14	16	6
Interval_78578	12	11	3	7	4	4	4	1	5
Interval_78600	15	23	5	4	8	15	9	11	15
Interval_78674	934	1224	330	205	798	858	546	575	729
Interval_78722	38	40	10	8	23	28	20	18	28
Interval_78743	67	107	45	34	67	58	25	23	22
Interval_78754	9	13	59	23	247	270	167	170	245
Interval_78777	107	147	134	84	186	143	15	12	30
Interval_78832	3	5	9	7	25	16	53	50	39
Interval_78882	54	104	8	7	26	14	4	8	8
Interval_78912	10	16	53	34	21	12	2	2	2
Interval_78913	925	1329	468	274	941	898	418	480	571
Interval_79003	5	2	114	71	21	13	1	2	7
Interval_79033	595	803	204	112	375	414	277	295	365
Interval_79034	193	283	113	60	206	211	118	147	171
Interval_79036	323	366	16	11	223	229	173	184	210
Interval_79054	379	617	226	151	378	387	181	201	338
Interval_79058	104	143	133	58	108	118	28	27	37
Interval_79083	8	12	99	58	16	18	12	7	9
Interval_79133	27	39	29	10	20	26	10	6	14
Interval_79136	324	370	116	79	323	300	112	139	176
Interval_79149	138	196	22	15	49	37	4	5	8
Interval_79169	778	1080	284	153	639	665	423	453	586
Interval_79173	1632	1951	708	443	1837	1886	927	1047	1418
Interval_79176	12	35	8	6	13	19	8	4	6
Interval_79196	756	1105	315	179	687	736	397	404	562
Interval_79197	5	8	0	3	2	0	0	1	0
Interval_79210	18	41	15	3	18	25	22	15	17
Interval_79211	40	60	6	4	93	80	166	185	189
Interval_79247	13	25	77	53	15	16	2	4	3
Interval_79271	14	19	39	39	39	38	3	7	7
Interval_79300	198	331	143	73	297	326	147	150	219
Interval_79320	2	2	50	38	21	13	15	8	9
Interval_79371	13	25	7	3	8	10	2	1	9
Interval_79372	358	539	117	77	310	315	166	189	276
Interval_79376	198	302	96	58	200	215	126	154	149
Interval_79395	2358	2985	924	566	2232	2253	1214	1355	1668
Interval_79435	767	1040	321	184	645	664	380	395	549
Interval_79447	6	12	64	31	29	30	2	0	5
Interval_79461	14	33	13	2	16	11	3	8	7
